Identifiant borne;Nom de la station;Type de connecteur;Statut de disponibilité;Présence câble attaché;Numéro de la voie;Ouverture au service commercial;Nom du réseau de charge;Propriétaire des bornes;Intitulé de la voie;Code postal;Ville;Pays;Coordonnées géographiques
FR*V75*EBELI*65*1*2;RUE DE MEDICIS;E/F;Hors communication;Non;11;Oui;BELIB;;RUE DE MEDICIS;75006;Paris;France;48.84824,2.339865
FR*V75*EBELI*13*1*3;BOULEVARD DE CLICHY;Combo;Hors communication;Oui;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*13*1*1;BOULEVARD DE CLICHY;T2;Hors communication;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*57*1*3;AVENUE GOURGAUD;E/F;Disponible;Non;4;Oui;BELIB;;AV GOURGAUD;75017;Paris;France;48.885689,2.297463
FR*V75*EBELI*47*1*2;BOULEVARD MASSENA;E/F;En diagnostic;Non;107;Oui;BELIB;;BOULEVARD MASSENA;75013;Paris;France;48.820007,2.365661
FR*V75*EBELI*99*1*3;Rue de Crimée;T3;Disponible;Non;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*39*1*3;AVENUE DE VILLARS;E/F;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*86*1*3;RUE ORDENER;E/F;Disponible;Non;108;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*11*1*2;AVENUE PAUL DOUMER;E/F;Disponible;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*59*1*3;AVENUE DE LA PORTE DE VILLIERS;T2;Neutralisé;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*5*1*1;AV DUTUIT;E/F;Disponible;Non;3;Oui;BELIB;;AV DUTUIT;75008;Paris;France;48.865501,2.315463
FR*V75*EBELI*12*1*1;AVENUE REILLE;E/F;Disponible;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*30*1*1;PLACE DU PANTHEON;E/F;Disponible;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*51*1*3;BD EDGARD QUINET;T2;Disponible;Non;9;Oui;BELIB;;BD EDGARD QUINET;75014;Paris;France;48.841198,2.323891
FR*V75*EBELI*75*1*1;AVENUE EMILE ZOLA;E/F;Disponible;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*75*1*3;AVENUE EMILE ZOLA;E/F;Disponible;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*97*1*3;Docteur Goujon;T2;Occupé;Non;5;Oui;BELIB;;Rue Docteur Goujon;75012;Paris;France;48.839947,2.397822
FR*V75*EBELI*9*1*3;AVENUE DES TERNES;T2;Neutralisé;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*67*1*1;PLACE DU COLONEL FABIEN;Combo;Disponible;Oui;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*36*1*1;AVENUE BOSQUET;Combo;Neutralisé;Oui;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*77*1*1;AVENUE MARCEL DORET;T2;Disponible;Non;4;Oui;BELIB;;AVENUE MARCEL DORET;75016;Paris;France;48.837055,2.259932
FR*V75*EBELI*91*1*1;RUE DES PYRENEES;E/F;Disponible;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*46*1*1;COURS DE VINCENNES;CHAdeMO;Disponible;Oui;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*96*1*3;Berbier du Mets;T3;Disponible;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*70*1*3;AVENUE DU GENERAL DODDS;T3;Disponible;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*62*1*3;72 RUE DE ROME;T3;Disponible;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*84*1*3;RUE LOUIS LUMIERE;T2;Occupé;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*79*1*3;BOULEVARD DE COURCELLES;CHAdeMO;Neutralisé;Oui;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*10*1*1;AVENUE DU PÈRE LACHAISE;Combo;Hors communication;Oui;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*29*1*1;QUAI DU MARCHE NEUF;T2;Hors communication;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*56*1*3;RUE ANTONIN MERCIE;E/F;En diagnostic;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*85*1*3;RUE DE BELLEVILLE;Combo;En diagnostic;Oui;6;Oui;BELIB;;RUE DE BELLEVILLE;75020;Paris;France;48.872192,2.377671
FR*V75*EBELI*72*1*3;RUE DE L'AMIRAL MOUCHEZ;Combo;Hors communication;Oui;77;Oui;BELIB;;RUE DE L'AMIRAL MOUCHEZ;75013;Paris;France;48.82085,2.343626
FR*V75*EBELI*87*1*1;RUE BOULEVARD DU TEMPLE;CHAdeMO;Disponible;Oui;27;Oui;BELIB;;BOULEVARD DU TEMPLE;75003;Paris;France;48.865097,2.36554
FR*SOD*E*BELI*25*1*3*_;RUE ORDENER 2;Combo;Disponible;Oui;27;Oui;;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*33*1*2;RUE DANTON;E/F;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*65*1*3;RUE DE MEDICIS;Combo;Hors communication;Oui;11;Oui;BELIB;;RUE DE MEDICIS;75006;Paris;France;48.84824,2.339865
FR*V75*EBELI*6*1*3;PLACE ARMAND CARREL;CHAdeMO;Hors communication;Oui;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*13*1*1;BOULEVARD DE CLICHY;E/F;Hors communication;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*83*1*3;BOULEVARD SERURIER;E/F;Disponible;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*8*1*1;AVENUE DE FLANDRE;T2;Hors communication;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*8*1*2;AVENUE DE FLANDRE;E/F;Hors communication;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*47*1*3;BOULEVARD MASSENA;T3;En diagnostic;Non;107;Oui;BELIB;;BOULEVARD MASSENA;75013;Paris;France;48.820007,2.365661
FR*V75*EBELI*47*1*1;BOULEVARD MASSENA;T3;En diagnostic;Non;107;Oui;BELIB;;BOULEVARD MASSENA;75013;Paris;France;48.820007,2.365661
FR*V75*EBELI*95*1*1;Paris - avenue iena;Combo;Hors communication;Oui;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*95*1*3;Paris - avenue iena;T3;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*27*1*1;RUE DE L'AMIRAL DE COLIGNY;CHAdeMO;Disponible;Oui;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*99*1*1;Rue de Crimée;T3;Disponible;Non;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*99*1*3;Rue de Crimée;T2;Disponible;Non;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*39*1*3;AVENUE DE VILLARS;T2;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*39*1*1;AVENUE DE VILLARS;T2;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*41*1*2;RUE PIERRE CHARRON;E/F;Disponible;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*35*1*3;AVENUE DE SAXE;Combo;Disponible;Oui;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*80*1*3;RUE DES POISSONIERS;CHAdeMO;Disponible;Oui;150;Oui;BELIB;;RUE DES POISSONIERS;75018;Paris;France;48.897671,2.352758
FR*V75*EBELI*1*1*3;Place Saint Gervais;T2;Occupé;Non;4;Oui;BELIB;;PLACE SAINT GERVAIS;75004;Paris;France;48.855667,2.354089
FR*V75*EBELI*24*1*1;RUE VILLIOT;CHAdeMO;Disponible;Oui;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*50*1*3;AVENUE DU MAINE;CHAdeMO;Disponible;Oui;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*50*1*1;AVENUE DU MAINE;T2;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*30*1*3;PLACE DU PANTHEON;Combo;Occupé;Oui;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*75*1*1;AVENUE EMILE ZOLA;T3;Disponible;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*76*1*2;AVENUE HENRI MARTIN;E/F;Occupé;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*93*1*1;Boulevard Emile Augier;E/F;Disponible;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
